_doc_id,text_original,label,dominant_topic,topic_probability
DOC_71FCB7D0A05093E7,"mmmm... mwati washa bane, the whole country today is silent",NEGATIVE,1,0.47662622
DOC_7353DA8670260201,"This doesn't make sense. The first line cautions instead of informing... By implication, the Embassy is saying, there has been abuse of the Cyber Space on our land by Americans living in Zambia and they are ringing a bell to shangamula them. 

They have gone further to define what the law does, which is vividly important to a nation's security. 

In their conclusion, they call it ""intrusive Surveillance Ecosystem"", comparing it to other Privacy protection provisions in other countries.  It is the last statement that clearly tells us that Americans in Zambia are doing activities that are perhaps in conflict with the new law. Encouraging their citizens to assess the implications of the law and adjust accordingly is a loaded statement in  connotation.",NEUTRAL,0,0.22392657
DOC_04EE447305635030,"So the cyber security law that Edgar Chagwa Lungu was part of was not going to protect people but the one that Hakainde Hichilema is part of is sweet to the taste 🤔.
Are y'all taking us for fools or what?",NEGATIVE,2,0.5592863
DOC_2CD5F696212F5C46,Kunzankala kantu the way I know my country people 😂😂😂😂,NEUTRAL,0,0.63876724
DOC_0F934F9FE523582C,"All I see in this bill is control and surveillance...The government can legally intercept communications including phone calls and internet activity with court orders and in emergencies, even without a warrant. My concern is this could lead to invasion of privacy especially if misused",NEGATIVE,1,0.31408077
DOC_7DAF3685B4AFC7AB,Sonny! We've enough laws in your case already!,NEGATIVE,0,0.5474685
DOC_062CA91BE2565C37,THE SAME BILL WILL HURT EVERYONE WHETHER IN OPPOSITION OR RULING PARTY,NEGATIVE,1,0.4884538
DOC_9F926B6A03210646,Well done to the police for giving police bonds less than 48hrs of arresting if one meets the conditions..,POSITIVE,6,0.3645725
DOC_88B63E092BE621C9,Hypocrisy of the highest order.,NEGATIVE,2,0.48286325
DOC_B4CB688099EF77D5,Someone was asking ati does H stand for hypocrite. I’m slowly beginning to think so.,NEGATIVE,0,0.64140934
DOC_55B71F428CBC5EA0,"Progressive 🙏
Thank you Mr president",POSITIVE,2,0.83338064
DOC_449368F4C4B17B69,"No any Citizen knows anything about this laws but only people with authority knows the meaning. 
We need people who are untitled to interpret to interpret to Zambian people so that these laws can not be used to put people into prisons without teaching them.",NEGATIVE,4,0.65368557
DOC_BDDA9288FDB44DFC,"I support this law 100%. You opposition's in Zambia you like abusing Facebook by insulting others, posting lie's. You should now behave like a normal person. Otherwise you have seen how GBM is looking like. Just tell people what you can do if elected simple as that",POSITIVE,6,0.720587
DOC_4BC15DA4271B40FF,Nice one. I love all Zambian tribes.,POSITIVE,4,0.55905277
DOC_608189BE7F8C5145,Seeing how people are commenting awe most of us here ll be jailed🤣 let’s minimize vokamba Kamba guyz🤣,NEGATIVE,4,0.65811014
DOC_DDE5F1549364749D,Give me my share I shift to Burkina faso. Kuno development tesana kano ukukaka abantu 🥱,NEGATIVE,4,0.89235663
DOC_9F87A99292FA6202,"HiJoin Brokenhill College of Applied Sciences and Education  Your Pathway to Success!

In partnership with the University of Zambia and the University of Edenberg, Brokenhill College of Applied Sciences and Education is offering 50% to 100% bursaries for the June/July intake of 2025 across a wide range of programs:

1. Clinical Medicine  
2. Environmental Health Technology  
3. Business Administration  
4. Public Administration  
5. Social Work  
6. Journalism and Public Relations  
7. Computer Science  
8. Information Communication and Technology  
9. Occupational Health and Safety  
10. Health Care Assistant (Nursing Assistant)  
11. Psychosocial Counselling  
12. Early Childhood Education  
13. Primary Education  
14. Secondary Education (All Subject Combinations)  
15. Home Economics  
16. General Agricultural Science  
17. HIV Management

How to Apply:
- Send your results via WhatsApp to 957591626 , 0770718118, 0975711427 or 0974317284
- Or visit our campus at eMine Plant, Old Immaculate Visitation College of Education
- Alternatively, follow the link below for more details.
https://chat.whatsapp.com/FiK9PYEcA9K9rbZOjI8chb

Don't miss this incredible opportunity to advance your career with world-class education. Apply today and shape your future with Brokenhill College of Applied Sciences and Education!",NEUTRAL,6,0.72263145
DOC_20E02F751BA5AEF6,The lord has done it finally finally finally 🤣😂😩,POSITIVE,0,0.6565345
DOC_07FB5B0B845AF515,Thank God. Personally i voted against this in 2021 .,POSITIVE,5,0.8903855
DOC_5F5F75B5325325A7,"Mwansa Manda Kamima imagine, we are in trouble with such guys!",NEGATIVE,4,0.83479047
DOC_EF3C152B3C0FD294,For those still wondering about the same cyber security act... Have a look,NEUTRAL,0,0.8679846
DOC_C2B3EE376117EF22,I think it was suppose to be an independent department not to be attached uku. To avoid being accused of interference.,NEGATIVE,6,0.47057316
DOC_9418C92300BFB8A7,Eah eah nanga where is the right to privacy manje cause this is a total invasion of privacy.,NEGATIVE,5,0.62954426
DOC_AC2307A27FF3B59D,It's a welcome move you know this tonso alliance people they keep confusing people,POSITIVE,2,0.5014412
DOC_5F7FCC08E6986A68,It's like brought stalkers from all corners of the countries to draft this cyber law ..,NEGATIVE,1,0.40497243
DOC_FBA510A2B1BCF4F0,Where is this habit of spying on Citizens coming from?,NEGATIVE,0,0.83256483
DOC_5B922FB0BBC162A9,He deserved it.. justice was saved accordingly,POSITIVE,6,0.6530945
DOC_3E895F747050A1CC,Hon Binwell Mpundu NKANA MP EEP President Chilufya Tayali,NEUTRAL,2,0.640205
DOC_A6922BB09BCFB3E4,"This is a violation of human rights let's learn to stand up and say no to the laws forcefully imposed on us by the western world our people and government should grow a spine in short ""batwingilila""",NEGATIVE,1,0.74170566
DOC_A6C22409040DEF60,"While the new Cyber Security Act raises concerns, it also enhances national security, improves crime prevention, and promotes a safer online environment for Zambians.",POSITIVE,1,0.9195376
DOC_4DD84F445149866D,"Since I have trust issues, I will just revert to the pre internet error",NEGATIVE,1,0.68572474
DOC_535539AEEF948D76,So according to your party policy our laws should please the Americans,NEUTRAL,2,0.63284874
DOC_5302684631D067D5,Hakainde Hichilema wanted to Mislead us in 2021??? Chalo ichi,NEGATIVE,2,0.43483418
DOC_3C52EA0F1944D6E5,This article and the law itself is a game changer to those who were used with trouble campaigns,POSITIVE,4,0.89243084
DOC_EFF77FA554FBF684,"Abama matwi👂  baishiba nomba chawama , good luck.",NEUTRAL,5,0.6364813
DOC_ED714DAE9556FCAA,"It doesn't matter , now he was very interesting the way people like why me was insulting the president and entire upnd party members if really he was a genuine upnd party member . It's Beans!!!!!",NEUTRAL,5,0.5699219
DOC_ACFCD95C0D29A1E1,"Great move to curb abuse of freedom.

Freedom comes with responsibility.

Use social media responsibly, Full Stop.",POSITIVE,2,0.94208694
DOC_686F6DFF99CDF039,Actually the same UPND members will be the ones crying for the abolishment of this same law once they leave office..,NEGATIVE,0,0.70249265
DOC_E43B7AC786CD37F6,Joe Phiri Well Done Boi .,NEUTRAL,6,0.30257934
DOC_AAA4A6C3C85D63FB,Translate it in our local language,NEUTRAL,4,0.40736768
DOC_B75872E8E6E1EB45,Zambia needs understanding what it's people are demanding then fulfilling them and not some law to shut them up. We are going backwards not. forward. The shut the people up was used during the colonial error.,NEGATIVE,3,0.50070786
DOC_DF42938B13175260,I will be arrested for that...we need order when it comes to power,NEGATIVE,4,0.83472246
DOC_0A0259DFD4550C42,It'll haunt them after losing elections.,NEGATIVE,0,0.7713507
DOC_1B0C591760F7CB74,Awe tikambeko we should be examples of the law....,POSITIVE,4,0.77422136
DOC_A38C20927FC56320,No that is not good doing strictly in phone mamam build more jail,NEGATIVE,1,0.3336946
DOC_4A169FFAC07776C0,The country is slowly but sure turning into a dictatorship,NEGATIVE,1,0.6276346
DOC_5BA331914EDFF034,Elo ine my boyfriend is going to be an example he should try accessing my phone ohho🤣😂😭,NEUTRAL,1,0.9287516
DOC_6B742F62ECC3B00B,"Zambia my country, one day Zambia shall be saved",NEUTRAL,6,0.78032947
DOC_090A3396D296E493,"Period as simple as that,  it's all about taking responsibility",POSITIVE,6,0.58984095
DOC_C24B500B2152DEC7,Don Kunda Luchanga  read this judgement and rebuttal with arguments you gave supported by the married man who run away .....,NEUTRAL,4,0.46224523
DOC_3F1B2E2C7D84CF40,"They are scared 😂🤣 
Anyway let that apply to everyone not just protecting UPND because they know they will be roasting for failing in so many ways 
Oooh 😮 sorry I don’t have a lawyer I can be sued for hate speech sorry ba Red Zone",NEGATIVE,5,0.65263724
DOC_18AD97E7B37B1EB0,"I have read the new Cyber laws and I don't see anything unconstitutional about them. All I have seen are stiffer punishments for the law breakers of extremely avoidable offences for any responsible citizen.So in my opinion,it is only those who deliberately break the law with impunity to harm others who should worry.",POSITIVE,6,0.5582637
DOC_BF806CDE92FB87B3,Nough is nough wakambah vambiri Vara kamwaa Kako 🤣🤌📷 bally the greatest lie of all time 🫶 in our country Zambia 🇿🇲🤣🤣🤣🤣🤣🤣🤣🚮🚩,NEGATIVE,6,0.78037876
DOC_1CCEE3310CFA49F7,It is well sir please keep safe always and all the best in your future endeavors!,NEUTRAL,5,0.49625948
DOC_AEC292C5E8030331,"It's a good thing people will start to mind there own business,, it's five years plus in Jail",POSITIVE,0,0.36632243
DOC_2773FB54903E8519,"So you Zambians, do you now Agree with me that DEMOCRACY in AFRICA is just an ILLUSION? It's more on paper but abandoned in practice. If you want to disagree, tell how democratic was the Amendment of the Cyber Security Law? Which ordinary citizens participated and were their voices heard?",NEGATIVE,1,0.55788255
DOC_BC0DE3B669CF5179,Make it a manifesto during campaigns and thank me latter,NEUTRAL,6,0.5317581
DOC_8883D5FBE43DD820,"They have shut you up !!
Kulibe say!
No more complaining about govt!
No right of speech !!! 😂😂😂😂😂 we ain’t free anymore just to be honest !!!! 
 
 Apa peve life yakosa 
 Only God n his will 
  One day devil akatapila muchatuluka!!!",NEGATIVE,3,0.3567636
DOC_E13BBDB5E52EF6AE,We will also petition the HIGH COURT citing that the CYBER SECURITY LAW is good for us majority Zambians and we are very much ok with it and it shouldn't entertain those few individuals who seemingling not agree with it🤫🤫.,POSITIVE,1,0.5133859
DOC_A96FD9481ADDAFC6,What is written must be for filled......,NEUTRAL,2,0.640153
DOC_F19B8B28A3C79734,"Only the wise like you Mr Tonga can do that.You are thinking about the voiceless my brother,God Almighty bless you",NEUTRAL,4,0.39938647
DOC_C5E6D83640C6DD18,So who thinks that this is bad law? For me I have no problem with it coz too much ma scammers.I know a lot of people who have lost their hard earned cash to scammers and impersonators.,POSITIVE,2,0.9361492
DOC_D82EDDFA8A71B9A9,Politicians mwaba shani kanshi nobufi 😂,NEUTRAL,6,0.55116993
DOC_535F74AE14F83C81,"This is now making me relax because, at first I thought this law was bad from the way you painted it.

Now I understand how good it is especially that you are one of the first to make use of it.",POSITIVE,2,0.6165733
DOC_B468C7CD41653F4F,America has been spying on its people for years now. You managed to deal with terrorism threats through wire tapping. You of all countries should be the last ones to talk about this.,POSITIVE,4,0.37534076
DOC_DCB1B055CB995459,🤣🤣🤣🤣to avoid life imprisonment with hard labour I have unfollowed ba zesco,NEGATIVE,3,0.45774296
DOC_DCDF84339637BE75,How boss clarify your statement?,NEUTRAL,4,0.566443
DOC_67220EA24BCE33CC,Apa no more ati admin help me expose this lady she's sleeping with my husband is to sue  you mamamama 😂😂😂😂😂😂😂,NEUTRAL,4,0.5106704
DOC_BCEBF74EEA9CE134,Ine z not a good leader ND the waste president zambia has ever hard,NEGATIVE,2,0.9076638
DOC_8C2E3230A5A0E724,"Not a bad idea, but it should 100% benefit the workers cause the salaries are not good out here",NEUTRAL,4,0.8696611
DOC_8A9579D1DA058A5A,Men who have their conscience working good decision.,NEUTRAL,0,0.54827803
DOC_F51146505F667E3D,Good for banks. Good for all of us law abiding citizens.,POSITIVE,2,0.77227134
DOC_602E352174D4D7A8,We are on our own but using foreign laws are we still yoked to slavery just a simple Question Please Zambian people,NEGATIVE,6,0.49730176
DOC_3A914F784C51D9A9,Am from Ndola chifubu u don't deserve my vote,NEUTRAL,0,0.49993294
DOC_576651765F20BA36,"In my honest opinion to avoid all this it's better you live without a phone, kaili even calls will be heard & monitored I presume",NEGATIVE,2,0.47312346
DOC_7E33E51F322B4575,"Why should it work under the guidance of the head of state? 
Why can't it be just like other agencies?",NEGATIVE,2,0.55951726
DOC_9FF1FB26B72281F9,"Well nice for you today,but am telling you it gonna hurt when it turns for you",NEGATIVE,1,0.64679605
DOC_AC32A7DC59A73066,Me paying much attention from the reporter,NEUTRAL,5,0.6364801
DOC_F53407345874511C,Our elders of now days. God bless you,NEUTRAL,5,0.6082406
DOC_BDDECCE82A5A2A2E,Ba Zambia Reports naimwe mwasoba vo reporter? He is just a mare cadre in diaspora who doesn't even vote,NEUTRAL,0,0.49004558
DOC_31271F07F6CF3282,"Problem we have in African democracy, citizens go  beyond the limits of democracy by trying to abuse,  demean or insult leaders. On the other hand African  leaders do not want to be criticized in an offensive way, they become so reactive to even what is right, eventually start planting authoritarian system which conflicts democracy",NEUTRAL,6,0.7003442
DOC_A58216DAC47FBB4E,This is a good agency. Hope it will be ran by professionals. Not the next thing we see Office of the filler as the DG😂😂,POSITIVE,0,0.8681138
DOC_77E789D79E6364CA,"Typical homo sapiens we are, unable to control ourselves, now the government have to intervene. Kudos to the president for signing this🤝",POSITIVE,5,0.3526055
DOC_88A7D1FE8614DD71,"Section 22,it's an offense to be rude,indecent or vulgar with intent to humiliate.
(2yrs imprisonment)if you want ok try",NEUTRAL,3,0.9395505
DOC_ABF281B09114C147,Sambary tag my wife...umo alakakwa uno mwaka akalumbafye.,NEUTRAL,4,0.64343643
DOC_A2628E82196072E9,"The UPND must take a firm stance and fully utilize existing cyber laws to hold accountable those spreading misleading information, as illustrated in the example cited above. Can the police truly arrest someone for posting crying emojis without malice? It’s clear that the enemy of progress is deploying every tactic in its arsenal ahead of next year’s elections—and this is only the beginning.

It was social media that played a pivotal role in helping the UPND dislodge the previous regime. Now in power, they cannot afford to ignore the spread of misinformation, especially when it risks eroding public trust in their leadership. If current cyber laws do not already address the intentional dissemination of false information aimed at undermining government credibility, then it is high time such provisions were introduced or strengthened.",POSITIVE,2,0.4650282
DOC_4EFCF845517A60A3,Even dogs from the other side are mocking Zambians.,NEGATIVE,5,0.6364587
DOC_B27A6F2BD9424E76,The problem with laws that favour the people in power is that whoever takes over the office will enjoy the same privileges that comes with the same law and eventually stick with it 🤣🤣,NEGATIVE,6,0.43216768
DOC_04FC23F7DB238FDF,Fwaka apepa uyu Alelekako yaumako. Which unanimous. When it was only his MPs that voted for the foolish law ATI unanimously,NEGATIVE,5,0.63400084
DOC_A3D4A67AF8ED82AA,So sad turn of events. The same cyber law they opposed. Going against their promises. Lord have mercy on us.,NEGATIVE,1,0.91949975
DOC_5914C4017E885375,Freedom of expression and speech is no longer is slowly dying 🥲🥹,NEGATIVE,6,0.89544535
DOC_11C344E18E8351E3,Cyber security Act is a good law. We don't want the repeat of what happened in Rwanda.,POSITIVE,0,0.77129984
DOC_4CBBD9FA53B35716,That's not important at this moment there's is important things u need to do ba UPND things are not okay out side here,NEGATIVE,1,0.6086199
DOC_6583948C3CDCEA1D,"If your mouth is full of insults and abusive language in the name of freedom of speech and expression then this is very good for you. Other wise this Law has no infringement with our freedom of speech and expression.  Laws are there to regulate human behaviour towards each other,  so the same freedom of speech and expression which we have used wrongly has brought about these laws so that we use it correctly. Hate speech can be turned into freedom of speech then where is humanity.",POSITIVE,6,0.97840095
DOC_06260242C49C78F9,"On My side, I feel this Law has to be sensitized to All meaningful Zambians Especially Our Rural parts so that it's Fully Understood.",NEUTRAL,2,0.39451396
DOC_7A9541D718C505F4,"Great, because currently we have a lot of why me's all over social media insulting duly elected president,I repeat,duly elected president and that's the highest level of stupidity which must not be tolerated.",POSITIVE,2,0.55081874
DOC_6F315332A2A5DE42,I will definitely stay away from social media because  ine ka maturity on media therz no 🤧,NEGATIVE,0,0.68971205
DOC_036DA0D01362A2BA,"Apa is to mind what we say and comment on social media, otherwise prison is looking at us 👀",NEGATIVE,4,0.58904415
DOC_14C1354B07F3FA55,"Mark and the his friend he took to court made noises about this very bill, what has changed now?",NEUTRAL,1,0.42615452
DOC_16891B380D4D397B,"So where is the part tht says married men’s phones shouldn’t be checked by their wives? Nonsense 
Just bcos those culprits cheat a lot 

We shall continue checking their phones anytym wen th spirit leads
No body wants vima HIV",NEUTRAL,3,0.6826108
DOC_FAEC3113E9750E8E,Ndiye mbu... Ya lasti iyi,NEUTRAL,4,0.7742334
DOC_62538DC4383F7E26,Peace Kandy second last paragraph 🤔,NEUTRAL,5,0.83159316
DOC_DA10BC5B6E08DBAE,Before you buy smart phones for your village people please explain this.,NEUTRAL,3,0.5435823
DOC_E263C588456C3C16,"Kwena shi promise 
Kwena kasongo",NEUTRAL,0,0.6388402
DOC_8AC1C4095AD267AC,If you have ever been scammed then you will support this move.,POSITIVE,2,0.8686297
DOC_368FA5C2C509A6DD,"I blame Why me on this one..
Now Other innocent people will suffer because of him..
25 yrs ku jele for posting rubbish on TikTok 🤣🤣🤣",NEGATIVE,6,0.7207144
DOC_32D4D50365F883D6,"Ati ndepanga magic money tumeni tulande,",NEUTRAL,4,0.77423966
DOC_3B4259794513B8EF,Let the mouth only speak after the mind has done its ground work.,POSITIVE,6,0.47910666
DOC_E3C355BAA846D44E,"Very good judgement,I hope this deters would be offenders,the cyber space should never be used to harass people",POSITIVE,6,0.46116552
DOC_877C3E2A9C57AE23,Great news now the question is are you going to find those same pipo,POSITIVE,4,0.9084823
DOC_319DF69989993C8A,So u mean tell me befor this law people were not successful,NEUTRAL,3,0.7621021
DOC_C7ABED5F9C96A918,Clear it with Zambia s clearly this mainly relates to Zambians,NEUTRAL,1,0.77193403
DOC_18697AEA54E29945,"Namunfwa abena ""Ninkwatako amasaka ya Gold"".
5+ years mwaingila",POSITIVE,0,0.77135897
DOC_977CA90FC87A6EA7,"TELL HIM THAT WE SHALL MEET ON THE 13th AUGUST,2026 TO DISCUSS THAT MATTER AMICABLY AS AT NOW MOST OF US ARE BUSY WITH SOME OTHER ACTIVITIES.",NEGATIVE,4,0.71541685
DOC_3EB66E11311C2E3A,Job opportunities uku if you did cyber security jobs here,NEUTRAL,6,0.89543015
DOC_F11C2C659E6A132B,"if you touch your partners phone without permission,  ni Five years imprisonment!

mulenya mulelapila!",NEUTRAL,3,0.75426924
DOC_C293716219AFA1C2,We are going through a lot in this country I was in a taxi and someone scratched my head thinking it's his own 😭😭😭,NEUTRAL,4,0.8924784
DOC_BD14A93C98D5A95A,At this age talking about.. iyee sorry,NEUTRAL,4,0.56642735
DOC_195CBEFB8AF36EB1,"Most will not read past six pages but will gladly say it's a good law because someone told them so, and will attack whoever says it's bad saying maybe you're a law breaker why are you afraid.",NEUTRAL,4,0.42744985
DOC_69035AF2F0964826,"Zambian Watchdog The day UPND leaves office, don't change goal posts on your opinion, you must maintain this position on the cyber crime law.",NEGATIVE,1,0.6026273
DOC_432A646ED65F47F2,"It would have been a better agency if it was independent, having to run under the office of an elected personnel is risky.",NEGATIVE,2,0.6612392
DOC_07709393757ED607,"So all those of you angry about this bill,what exactly do you intend to do??
You are the same ones who enjoy the insulting atmosphere all over social media",POSITIVE,6,0.87331563
DOC_04FDAA3E95219511,"kwati kapuba, this time around ba youth you should ask your parents how to vote.",NEUTRAL,5,0.8904111
DOC_4AF4DCC369148284,Yeah let's wait and see don't cry louder after next year's elections,NEGATIVE,0,0.90732384
DOC_73CCD7F903DF3D93,Topical of the usual ZNBC reporting,NEUTRAL,6,0.4134426
DOC_69A7D5A4C3C80CA5,"Late President Chiluba once said, ""whatever you say today, will matter tomorrow."" Your Excellency, ""tomorrow"" is here & it's not pleasing for an ordinary Zambian.",NEGATIVE,5,0.6978875
DOC_8186F3354AEE8BA7,Apa is to comment nama emoji 🤣🤣🤣 otherwise paipa,NEGATIVE,1,0.8329989
DOC_4258CB980ED1481D,Teti bafilwe uku chita resign ama pressure yaba kusha no mutwe😀😂,NEUTRAL,0,0.4271338
DOC_C334E932BF3FFF46,Approved by only upnds and without any ordinary  concern by the majority citiezens,NEGATIVE,1,0.86843276
DOC_0C7CA2EB228AB68E,I love this piece of Law I can't count how many insults I suffered because of my surname.,POSITIVE,2,0.8915629
DOC_B2FB7F32D933A08C,Very soon his party will be in opposition,NEGATIVE,6,0.8392941
DOC_FEE696520ED2F89A,"When a politician says 'It is good for citizens' ,bufi.",NEGATIVE,6,0.7803403
DOC_D48A1737750AAC7F,"And it’s good that this cyber law is now working  I’m so happy. I was really worried and sad to see how the country was turning out. You go on TikTok, and people insult others without a second thought. On Facebook, it’s the same people just say whatever they feel like. I’m glad we now have a law in place so that people can learn how to behave and we can return to normal life. Without this law, I can only imagine where the country would be in two or three years  it would have been a disaster.",POSITIVE,6,0.66810375
DOC_20CB118C2AF1F9D1,But who speaks against the hand that feeds him. Obviously 🙄 anyone in his position would support everything the president says.,NEGATIVE,6,0.5402998
DOC_C695B50B582AF37C,Mulebaletako pa open ground twabalopolako😂😂😂😂😂😂,NEUTRAL,4,0.4073106
DOC_9351B6CF7793EE59,"Gusztav Mubanga Mutallé Not all heroes wear caps, something we would both do.",NEUTRAL,4,0.64342463
DOC_92E5FBF9A9D8A48C,Does this mean they will be hacking into our emails and other messaging Apps? I don't understand this,NEGATIVE,2,0.5470851
DOC_0C34C1BA137CE1E1,Kaale twaleka ukumfwa kuli uyu muntu naba faza bwalya. Balitumyanga saana mumatwi. 😆 🤣 (we stopped listening to this guy a long time ago),NEGATIVE,0,0.761173
DOC_497B4A265A245334,"Bwafya Sana, in Uganda, M7 monitors Facebook, TikTok, instagram, telegram, X, you need VPN to access Facebook, under that Country’s Cyber law. I hope we don’t end up heading there😏",NEGATIVE,0,0.4800485
DOC_68CD623DF40566FD,So opposition will be monitored and I feel freedom of speech will be limited,NEGATIVE,6,0.7462513
DOC_2F81A62B96E3E5E1,When your loyalty torwards God is in total conflict with the love of money otherwise I wanted to comment nomba ndetina ilyashi lya cyber laws,NEGATIVE,5,0.6613942
DOC_B75120769F7B2FDC,People claim to be leaders do they expect us to follow them whenever they make uturn,NEUTRAL,0,0.68782884
DOC_19910E1E3C874355,"My Brother’s name Sake, share these things, eeh!!😂😂",NEUTRAL,2,0.657162
DOC_631B7E2655849121,"Apa ninshi Na Cyber Attack Yaba sorry, Act  ya 2025 ninshi tailayamba saana. 
Tame your tongues ma content creators",POSITIVE,5,0.37906325
DOC_62B8A9435E437363,I don't have any interest in checking someones phone.... I have learnt it a  bitter way.. 🚮🚮🚮,NEUTRAL,3,0.61160004
DOC_CE2E541E76D467AE,Manasseh Porus Gabriel boi am deleting my account pantu nalakakwa😂😂😂,NEGATIVE,4,0.56651235
DOC_1DE948E8BCD21B53,"But he was not even popular, why even announcing as if he is a minister?",NEUTRAL,0,0.6388523
DOC_50A39C267F12D914,Who is this guy any I don't even know him which means he is not a factor let him where ever he is going,NEUTRAL,0,0.46335703
DOC_53274AA109F03A70,"If the same law was not good when PF regime wanted to introduce it and was rejected by the UPND party ,I wonder why it has become so important now that the UPND government has seen it to be so good.",NEGATIVE,0,0.6882922
DOC_60C8CD95F495AABE,"Yes congratulations exceptional comment.
Remember to connect with me if you are struggling with low self esteem, anxiety, depression and any addictive behaviors on Coach Rabson Banda  or 0975860986.",NEUTRAL,6,0.40465492
DOC_63975734F4568853,Those in digital products business appreciate this Law. Zambia was too porous in cyber space. I think it's one of the reasons it wasn't monetized. Otherwise we respect views.,POSITIVE,1,0.92870337
DOC_E64B13C243DEE469,"Zambia Cyber Security Agency futi, mama ine 🤔🤔🤔",NEUTRAL,0,0.8327056
DOC_A584E65198CD24AC,So these guys are afraid of the information the dish out of Zambia which is sensitive.so they are in fear of being jailed..... Naikaba,NEGATIVE,2,0.61033994
DOC_9D5B8DFB25EEAD41,Politicians awe the same in 2021 was bud in terms of freedom of expression and online from the president himself now since he's ruling it is sweet,NEGATIVE,6,0.47765055
DOC_1B69047B715350B7,"I love this umulomo has been cut off,,ubufi has been cut off 😂😂😂😂🤐",POSITIVE,2,0.77226573
DOC_676172BC69A0C314,Mbicholo Mvula bululu muntu watu sa sobela 🙌🤦‍♂️,NEUTRAL,3,0.6243102
DOC_9C847DB01CBF6284,Zicta is now a toothless. All the power bamupoka....I thought this act was suppose to empower zicta,NEGATIVE,4,0.51490456
DOC_4EF1C7518A4E40C9,But you are the government all powers fall under your governance.,NEUTRAL,1,0.8331355
DOC_7B113AB1D635C9D9,"From my understanding before a law is passed it goes through parliament for debate, when that document reached the President's desk it must have gone through analysis by those who are supposed to represent us in parliament..",POSITIVE,1,0.71349823
DOC_8D325A3B94382E0C,I know this man from Kalingalinga. He can't be 28 years old this time.,NEUTRAL,0,0.83268577
DOC_B4DE279FA82E2863,This law has come at a right time. Some people thought inciting division among tribes was one way of getting themselves to the highest office of the land.,POSITIVE,3,0.32935566
DOC_4F61552B80EA1DE5,This is ridiculous every citizen has a right to privacy its against our civil rights,NEGATIVE,6,0.5089701
DOC_EAA194843E500BB4,How about the issue of recording conversations how does it come in...there are situations where the record is evidence of a crime,NEGATIVE,4,0.43883744
DOC_9504D121702781C8,"Your country is worse.

We haven't forgotten how you dehumanized Julien Asange .

You are still holding him in prison for exposing your spying activities on your civilian population.

Stop being hypocritical.

Disgusting country you are.",NEUTRAL,0,0.34321904
DOC_6490EF938A68F267,Koswe nomunankwe WD caught in their own trap 🪤 Boooom!,NEUTRAL,0,0.63883895
DOC_283B5BFD58B35965,"It's a noble movement,sir people will never support until they see benefits.God be with you sir",POSITIVE,5,0.9067022
DOC_D6BCCDE560C69066,Are the citizens sensitized? If not ninshi there's a very Big problem.,NEGATIVE,5,0.86718804
DOC_E694FDF2B2CC704E,So how do we report? Some of these trap messages are still reaching me.,NEUTRAL,0,0.86810726
DOC_233799EECB21C8D2,Ma scammers are victim nima cyber criminal 🤣🤣,NEUTRAL,2,0.5146151
DOC_C4FCAEF3D75653E0,Jxt a ka reminder mayo,NEUTRAL,1,0.63984185
DOC_CBBB3C4BB6F38F56,"The embassy was advising their nationals. If it's wrong advice, let it be.",NEUTRAL,2,0.86859083
DOC_158F33D3D2F464A0,"This law is excellent, it has brought decency.
NO KACHEPA.
People were waking up to go and insult those they differ with in communities, now no more. 
If what this man was saying is true, definitely he will win in court but if not then it is unfortunately. 
The best he can do is to apologise before the issue starts in court otherwise he will regret using emotions on serious matters.",POSITIVE,1,0.34193665
DOC_76585E1138FA8B36,I never knew you sir,NEUTRAL,0,0.56452924
DOC_AAB4544968EAB520,He's using the tools he used to overtake power....,NEGATIVE,3,0.50002646
DOC_C5DD358D26754A4C,It will just robe away people's confidence in contributing to normal affairs in fear of victimization,NEGATIVE,6,0.27367467
DOC_5F478FB87324F6AC,"How are we going to commenting and contributing during ma campaign sure imwe, so tukala tambafye 😂😂",NEGATIVE,1,0.5783955
DOC_F6FE1111B0DB3D8C,Lilian Mwansa give me aka summery Assap,NEUTRAL,6,0.41336876
DOC_7D4675D6974EE7BD,Every country should be proactive on cyber space. It’s one move to combat cybercrime,POSITIVE,1,0.55416256
DOC_214FD502A1A7A6C2,"They will do well (laz), yachilamo mingalato. Vaupuba",NEGATIVE,4,0.6434233
DOC_FA273D6A89B70424,It's time to snooze or simply deactivate all social media accounts! 🥺😳,NEGATIVE,2,0.8333574
DOC_C197B654A2CE2766,Talking about other countries does it mean zambia is another country do you have the same people?? Go and live there,NEUTRAL,2,0.6164054
DOC_EA8C28C973ABE068,"After reading the law, it is easy to weaponize it to deal with perceived enemies.",NEGATIVE,2,0.86861044
DOC_001EFBBCAD805CE3,Ba mutati mwakotenipo mukwai. Lekenifyo go and rest now,NEUTRAL,0,0.6388719
DOC_971C4CCC9AF4F5F3,Just this post will get you 20yrs imprisonment,NEGATIVE,3,0.82599545
DOC_8521ADE7DF2F9D3C,Job well done wise decision,NEUTRAL,6,0.45016608
DOC_C92A3DDDA3DCF4C7,This man is more busy than Cornelius mweetwa and Thabo Kawana,NEUTRAL,4,0.7742007
DOC_73949B23C832E844,"We really have a poor reading culture. The law is there, read it for yourself and there's nothing sinister. We love fake reported and biased views. Cry my beloved citizens. Take time to read it YOURSELF.",POSITIVE,2,0.5636481
